functional_zone_id,area_id,poi_ids
435,175,"289429,302363,302367,302369,302371,302375,302382,302383,302394,302401,302403,302406,302436,302458,302461,302462,302469,302475,302479,302505,302512,302515,302531,302532,302549,302556,302559,302567,302578,302579,302580,302581,302588,302592,302596,302599,302611,302614,302615,302618,302621,302625,302629,302637,302638,302641,302642,302653,302684,302686,302694,302697,302700,302701,302705,302710,302721,302723,302724,302726,302728,302730,302732,302733,302736,302737,302740,302741,302742,302744,302747,302749,302751,302753,302754,302756,302758,302759,302760,302822,302837,302888,302889,302977,303090,303103,303109,305115,305117,305122,305124,305125,305127,305129,305131,305149,305151,305152,305156,305157,305159,305161,305167,305170,305177,305180,305184,305189,305191,305197,305199,305202,305204,305210,305213,305217,305222,305225,305229,305234,305238,305241,305247,305251,305253,305260,305262,305267,305274,305278,305283,305291,305298,305306,305310,305327,305330,305332,305334,305336,305350,305356,305362,305370,305372,305377,305381,305384,305388,305390,305393,305399,305401,305407,305409,305411,305413,305414,305417,305419,305421,305422,305424,305426,305428,305432,305434,305436,305438,305440,305443,305445,305447,305448,305452,305465,305470,305474,305478,305495,305501,305509,305514,305558,305618,305621,305630,305649,305656,305662,305668,305677,305680,305681,305688,305693,305706,305719,305732,305736,305740,305745,305746,305748,305751,305754,305762,305764,305766,305774,305775,305780,305783,305786,305790,305795,306582,306585,306756,307895,307908,308007,308009,308551,308552,308553,308554,308562,308564,308566,308568,493627,493629,493651,493667,302361,302378,302405,302407,302465,302482,302489,302519,302569,302589,302604,302630,302660,302661,302666,302667,302672,302715,302716,302897,302991,303046,305375,305479,305484"
436,175,"305347,183453,183454,289337,305606,958973"
437,175,"302416,302582,302636,302707,1115689,289905,342446,494156"
438,175,"305351,305441,305450"
439,175,"308559,308020,308029,308044,308550,308573,1078990,1111086,1111087,1113374,1113376,1113421,1113746,1148621,1157202,1157203"
440,175,"305405,305611,305613,305615,305788"
441,175,"288659,302887,308571,493615,494131,494142,494143,963669,493639,308387,494130,1075447,1078991,1080513,1092734,1106595,1114589"
442,92,"317827,1004732,1004733,1004734,1004735,1004736,1004737,1004738,1004739,1004740,1004741,1004742,1004743,1004744,1004745,1004746,1004747,1004748,1004749,1004753,1004762,1004763,1004764,1004765,1004767,1004802,1004803,1004804,1004805,1004806,1004807,1004808,1004809,1004810,1004811,1004812,1004831,1004832,1004836,1006089,1006201,1006206,1006245,1006304,1006328,1079009,1079010,1079011,1079012,1087671,1005990,1006021,1006082,1006085,1006087,1006091,1006092,1006094,1006096,1006097,1006099,1006101,1006103,1006177,1006178,1006213,1006319,1004104,1004105,1006498,1006541,1006574,1006575"
443,92,"995968,1004822,996673,996674,1004183,1004254,1005869,1006027,1006029,1006612"
444,92,"996312,996590,1006090,1006470,1006780,1006846,1006852,1006854,1161391,1167924,1078509,1154762,1161128,1161129,1161134,1161393,1177305,1008817,996696,1006260,1006580"
445,92,"1006305,996630,1006357,1006374"
446,92,"1153348,648556,1006298,1072189,1079466,1079468,1081347,1100330,1100585,1100586,1100587,1100589,1100590,1100591,1100592,1100593,1100594,1100596,1100597,1100598,1100599,1111354,1111355,1111356,1111357,1148678,1148679,1148680,1148681,1148682,1148683,1148684,1148685,1152130,1152131,1152133,1152134,1152135,1152137,1152138,1153343,1153344,1153345,1153346,1153347,1153349,1153350,1153353,1153354,1153355,1153360,1153361,1153365,1153366,1153367,1153368,1154758,1154768,1154769,1156354,1161392,1176962,1183015,1183087"
447,92,"1004096,1004097,1004102,1004111,1006217,1006220,1006222,1006225,1006228,1006231,1006232,1006233,1006234,1006235,1006236,1006237,1161133"
448,92,"996679,1004101,1004724,1006026,1006537,1006540,1006606,1004302,1006539,1006359,1082602"
449,92,"996678,1006123,1006134,1006558"
450,92,"1006020,1006109,1006239"
451,92,"1006127,1079016,1079045"
452,129,"319048,592218,592219,592222,592223,592224,592227,595521,595522,595523,595524,595276,595277,595280,595281,595283,595284,595287,595288,595291,595292,595295,595297,595298,595301,595302,595305,595306,595309,595311,595312,595314,595315,595318,595319,595322,595325,595326,595329,595330,595333,595334,595337,595338,595341,595343,595344,595347,595348,595351,595352,595355,595356,595359,595362,595363,595366,595367,595370,595371,595374,595375,595377,595380,595381,595384,595385,595388,595389,595392,595393,595396,595397,595400,595401,595405,595406,595409,595410,595414,595415,595418,595419,595424,595425,595428,595429,595432,595433,595436,595439,595440,595442,595443,595445,595446,595448,595449,595451,595452,595454,595455,595456,595457,595458,595459,595461,595467,595472,595473,595474,595475,595476,595477,595478,595479,595480,595481,595482,595483,595484,595485,595486,595487,595488,595489,595490,595491,595492,595493,595494,595495,774234,774235,774237,774239,774240,774242,774243,774245,774246,774247,774248,774249,774250,774252,774253,774254,774255,774256,774257,774259,774260,774261,774263,774264,774265,774266,774267,774268,774269,774270,774271,774272,774273,774274,774275,774276,774277,774278,774279,774280,774281,774282,774283,774284,774285,774287,774288,774289,774290,774291,774293,774294,774295,774296,774297,774298,774299,774300,774301,774302,774303,774304,774305,774306,774308,774309,774310,774311,774312,774314,774315,774316,774317,774318,774320,774321,774322,774323,774325,774327,774328,774329,774331,774332,774333,774334,774335,774336,774338,774339,774340,774341,774342,774343,774344,774345,774346,774347,774348,774349,774350,774353,774355,774357,774359,774361,774364,774365,774367,774370,774371,774372,774374,774376,774377,774378,774381,774382,774384,774385,774386,774389,774390,774391,774394,774395,774396,774399,774400,774401,774404,774405,774406,774408,774409,774410,774413,774414,774415,774418,774419,774420,774423,774424,774427,774428,774429,774431,774432,774433,774436,774437,774438,774441,774442,774445,774446,774447,774450,774451,774454,774456,774457,774458,774459,774460,774461,774463,774464,774465,774468,774469,774470,774473,774474,774475,774478,774479,774480,774482,774483,774484,774487,774488,774489,774492,774493,774494,774497,774498,774499,774502,774503,774504,774506,774507,774508,774511,774512,774513,774516,774517,774520,774521,774522,774525,774526,774527,774530,774531,774532,774535,774536,774537,774540,774541,774542,774545,774546,774549,774550,774552,774554,774555,774557,774559,774560,774562,774564,774565,774566,774567,774568,774569,774570,774571,774574,774575,774576,774577,774578,774579,774580,774581,774582,774583,774584,774585,774586,774587,774588,774589,774590,774591,774592,774593,774594,774595,774596,774597,774598,774599,774600,774601,774602,774603,774604,774605,774606,774607,774608,774609,774610,774611,774612,774613,774614,774616,774617,774618,774619,774620,774621,774622,774623,774624,774625,319306"
453,129,"774650,751567,320156,320216,329394,590045,590046,595519,775161"
454,129,"591990,593607,594426,1074371,1074373,1074374,1075252,1148695,1148697,1148698,592232,595654,595681,590115"
455,129,"1173,320155,589519,590047,590083,590098,590706,592230,595520,595612,751708,751735,774649,774651,590037,627297,1074243,1074244,1074318,1074369,1075245,1076996,1076998,1191979"
456,129,"2642,590107,594363,594954,1031333,751599"
457,129,"590276,1074370,1074372"
458,129,"590625,590761,594916,774746,775269,775276,775729"
459,129,"594253,1491,1492,2643,659034,659035,659036,659037,659038,1074290,1074384,1074408,1074462,1074463,1074464,1075175,1075176,1075177,1075178,1075182,1075183,1075185,1075186,1075187,1075188,1075189,1075246,1075247,1075250,1075251,1075253,1075254,1075439,1076926,1076927,1076997,1076999,1077000,1148693,1148699,1148700,1148701,1148702,1151722,1152141,1152142,1152143,1174414,1191935,1191966"
460,196,"323292,583991,584004,588723,588885,588980,588981,588991,588992,588993"
461,196,"190483,190487,190489,190898,190899,190900,191161,1185918"
462,196,"1184947,1160693,1183046,1183707,583399"
463,196,"2644,2646,1026406,1151531"
464,196,"582738,583361,583983,588983,191289,1076502,1077778"
465,108,"326152,326153,326154,326157,326158,326159,326160,326161,326162,326163,326164,326165,326166,326167,326168,326169,326173,326188,326190,326191,326204,326217,326246,326263,326267,326273,326274,326275,326276,326277,326278,326279,326280,326281,326282,326283,326285,326296,326300,326301,326302,326303,326304,326305,326306,326325,326326,326327,326328,326329,326366,326375,326390,326391,326392,326408,326409,326410,326421,326424,326433,326438,326443,326449,326452,326456,326460,326461,326464,326467,326470,326471,326474,326476,326477,326478,326479,326482,326485,326516,326517,326520,326525,326529,326533,326560,326561,326567,326568,326584,326595,326597,326598,326599,326607,326638,326640,326642,328103,328105,328107,328109,328110,328112,328114,328122,328124,328125,328127,328129,328130,328131,328137,328139,328142,328145,328146,328150,328153,328155,328159,328163,328164,328171,328172,328175,328178,328182,328184,328185,328192,328195,328198,328202,328220,328226,328227,328232,328246,328248,328260,328262,328264,328270,328279,328284,328286,328288,328297,328309,328311,328344,328348,328350,328353,328368,328370,328375,328377,328379,328411,328423,328567,328570,331421,334435,334436,334437,334439,334440,334448,334453,334454,334455,334456,334457,334458,334459,334460,334461,334462,334463,334506,334508,334542,334574,334618,334619,334622,334623,334624,334626,334627,334629,334630,334631,334632,334633,334634,334647,334648,334651,334652,334654,334655,334656,334659,334663,334665,334668,334670,334681,334682,334722,334729,334769,335612,335630,335634,335645,335646,335649,335658,335670,335681,335684,335685,335694,335696,335698,335700,335701,335703,335708,335714,335715,335721,335735,335740,335741,335765,335768,335769,335770,335777,335790,335791,335794,335796,335797,335798,335800,335802,335804,335812,335886,335887,335888,335889,335891,335892,335896,335897,335898,335899,335900,335901,335902,335904,335905,335911,335913,335915,335917,335918,335919,335920,335922,335923,335924,335926,335927,335929,335930,335932,335933,335934,335938,335940,335942,335963,335973,336002,336004,336016,336055,336061,336067,340290,340291,340292,340293,340294,340295,340296,340297,340298,341296,342812,342813,342814,342815,343149,343152,343155,343157,343160,343162,343165,343242,343243,343244,343245,343246,343247,343248,343249,343262,343264,343293,343294,343296,343297,343298,343300,343302,343304,343305,343308,343311,343312,343315,343317,343320,343322,343325,343328,343332,343339,343340,343349,343356,343363,343374,343377,343387,343484,343497,343514,343522,343525,343532,343591,343594,343595,343610,343724,343768,343782,343829,343868,343869,1077855,1183360,326211,326214,326221,326231,326232,326252,326253,326258,326266,326269,326298,326307,326310,326311,326312,326313,326319,326320,326330,326363,326401,326403,326427,326430,326435,326437,326439,326442,326450,326469,326475,326503,326522,326527,326542,326566,326580,326581,326629,326639,328106,328144,328225,343194,343267,343478,343480,343485,343489,343498,343504,343509,343515,343523,343530,343534,343535,343550,343553,343554,343558,343559,343562,343563,343565,343566,343567,343569,343570,343572,343574,343575,343576,343577,343579,343580,343581,343582,343583,343585,343586,343587,343589,343590,343692,343694,343859,343880,343897,341310,326170,326174,326179,326182,326183,326185,326186,326189,326201,326205,326210,326213,326224,326225,326227,326228,326229,326230,326254,326259,326262,326271,326272,326287,326288,326291,326292,326294,326295,326297,326299,326308,326316,326321,326322,326333,326338,326422,326426,326428,326429,326431,326432,326434,326436,326441,326444,326445,326446,326447,326453,326457,326480,326483,326484,326486,326537,326538,326576,326577,326583,328115,328117,328118,328119,328120,328121,328123,328128,328133,328136,328138,328141,328158,328162,328167,328170,328177,328181,328189,328196,328199,328201,328203,328205,328206,328209,328215,328219,328222,328229,328234,328238,328244,328252,328292,328305,328372,328373,328374,328546,334614,334615,334616,334625,334628,334749,335689,335690,335691,335692,335697,335699,335744,335745,335750,335752,343313,343314,343318,343323,343359,343366,343382,343391,343407,343409,343414,343419,343433,343443,343466,343472,343475,343479,343481,343491,343500,343506,343516,343598,343599,343601,343604,343607,343616,343624,343719,343793"
466,108,"326623,1077848,1077849,1078192,1086102,1086425,1091519,1091521,1160214,1160215,1160854,1161168,1173134,1183376,1186598,1187658"
467,108,"335746,335893,326350,334447,335633,342724"
468,108,"326571,326649,1086101,1086103,326411,328342,334427,334430,334431,334432,334465,334640,334650,334740,334771,334782,334789,334791,334797,335723,335726,335753,335757,336079,343240,343268"
469,108,"334780,326284,326563,326387,334498,334502,334504,334505,334509,334513,334514,334515,334516,334517,334518,334521,334522,334527,334530,334536,334537,334538,334540,334541,334543,334545,334546,334547,334549,334550,334551,334553,334560,334564,334565,334568,334570,334571,334573,334734,336008,337849,340303,340313,340317,340327,340345,340353,340360,341316,343235"
470,108,"326414,326416,326535,326559,326569,326572,326573,326575,326578,326596,326643,334394,334428,334429,334433,334438,334464,334500,334501,334503,334507,334524,334532,334569,334636,334637,334638,334643,334744,335706,335707,335709,335710,335711,335716,335717,335718,335719,335720,335722,335724,335725,335727,335728,335729,335730,335731,335732,335733,335734,335736,335737,335743,335751,335755,335756,335758,336054,336062,336075,336082,336084,336099,343233,343241,326318,326562,328101,328346,334635,334641,334644,334711,334732,335764,336056,336091,337816,337817,334679,335816"
471,108,"328407,334393,335945,337799,340289,341186,334676,77,627380,627384,1080963,1081445"
472,108,"326420,326630,334523"
473,75,"350535,634002,634003,634006,634009,634037,634069,634070,634104,634108,635171,635175,635178,635182,635188,635256,635275,639905,639906,639907,639908,639909,639941,639942,639943,639944,639945,639947,639948,639949,639950,639951,639952,639953,639999,640013,640018,640019,640087,640105,640106,640108,640203,640227,640228,640231,640241,640264,640266,640268,640286,640545,640610,640611,641618,1072255,1083252,1088289,1091944,1092415,1093337,1115264,1165517,1190979,634055,635174,635185,1075571,1075572"
474,75,"634036,635242,639932,639977,640028,640085,640195,640294,634026,635208,639913,639971,640063,640247,640331,640518"
