road_id,KG_id,Region_id
Road/189403,63971,127
Road/189400,63972,200
Road/189395,63973,139
Road/189394,63974,153
Road/189393,63975,32
Road/189386,63976,160
Road/189384,63977,61
Road/189383,63978,62
Road/189381,63979,62
Road/189378,63980,45
Road/189361,63981,96
Road/189360,63982,96
Road/189359,63983,63
Road/189358,63984,96
Road/189356,63985,96
Road/189354,63986,96
Road/189341,63987,134
Road/189340,63988,134
Road/189339,63989,134
Road/189337,63990,134
Road/189334,63991,93
Road/189331,63992,93
Road/189330,63993,131
Road/189318,63994,16
Road/189317,63995,16
Road/189315,63996,252
Road/189313,63997,53
Road/189311,63998,92
Road/189310,63999,92
Road/189309,64000,28
Road/189308,64001,93
Road/189306,64002,93
Road/189297,64003,219
Road/189296,64004,219
Road/189295,64005,219
Road/189294,64006,219
Road/189293,64007,219
Road/189292,64008,219
Road/189291,64009,216
Road/189288,64010,216
Road/189286,64011,194
Road/189285,64012,220
Road/189283,64013,241
Road/189282,64014,220
Road/189281,64015,48
Road/189278,64016,181
Road/189269,64017,74
Road/189263,64018,219
Road/189262,64019,14
Road/189260,64020,93
Road/189256,64021,253
Road/189254,64022,93
Road/189250,64023,132
Road/189248,64024,92
Road/189244,64025,219
Road/189243,64026,219
Road/189242,64027,208
Road/189237,64028,250
Road/189236,64029,33
Road/189232,64030,228
Road/189211,64031,51
Road/189210,64032,51
Road/189208,64033,51
Road/189207,64034,51
Road/189205,64035,51
Road/189204,64036,51
Road/189194,64037,81
Road/189191,64038,180
Road/189190,64039,246
Road/189189,64040,31
Road/189188,64041,79
Road/189186,64042,54
Road/189181,64043,76
Road/189180,64044,76
Road/189179,64045,39
Road/189177,64046,39
Road/189172,64047,89
Road/189170,64048,89
Road/189169,64049,89
Road/189167,64050,92
Road/189165,64051,247
Road/189163,64052,247
Road/189162,64053,243
Road/189160,64054,242
Road/189159,64055,242
Road/189155,64056,64
Road/189149,64057,129
Road/189144,64058,64
Road/189140,64059,142
Road/189139,64060,221
Road/189138,64061,244
Road/189137,64062,216
Road/189133,64063,139
Road/189132,64064,156
Road/189131,64065,156
Road/189130,64066,126
Road/189129,64067,126
Road/189126,64068,240
Road/189125,64069,240
Road/189116,64070,231
Road/189115,64071,113
Road/189113,64072,140
Road/189112,64073,234
Road/189111,64074,246
Road/189109,64075,23
Road/189105,64076,23
Road/189102,64077,23
Road/189101,64078,206
Road/189100,64079,222
Road/189087,64080,79
Road/189081,64081,74
Road/189080,64082,191
Road/189067,64083,98
Road/189061,64084,244
Road/189060,64085,244
Road/189057,64086,240
Road/189055,64087,240
Road/189054,64088,194
Road/189053,64089,194
Road/189051,64090,98
Road/189049,64091,98
Road/189047,64092,83
Road/189037,64093,184
Road/189036,64094,184
Road/189031,64095,240
Road/189030,64096,240
Road/189023,64097,31
Road/189022,64098,31
Road/189021,64099,31
Road/189020,64100,31
Road/189012,64101,98
Road/189011,64102,131
Road/189010,64103,137
Road/189009,64104,70
Road/189008,64105,201
Road/189007,64106,132
Road/189003,64107,132
Road/189001,64108,132
Road/188997,64109,132
Road/188992,64110,132
Road/188989,64111,132
Road/188985,64112,132
Road/188983,64113,132
Road/188977,64114,132
Road/188976,64115,132
Road/188975,64116,132
Road/188972,64117,132
Road/188971,64118,132
Road/188970,64119,132
Road/188969,64120,132
Road/188965,64121,132
Road/188957,64122,132
Road/188955,64123,132
Road/188954,64124,132
Road/188953,64125,132
Road/188944,64126,132
Road/188942,64127,150
Road/188934,64128,108
Road/188932,64129,55
Road/188929,64130,108
Road/188927,64131,55
Road/188926,64132,150
Road/188925,64133,210
Road/188924,64134,216
Road/188923,64135,216
Road/188922,64136,124
Road/188920,64137,124
Road/188918,64138,180
Road/188917,64139,124
Road/188915,64140,124
Road/188912,64141,216
Road/188911,64142,216
Road/188909,64143,124
Road/188907,64144,63
Road/188906,64145,130
Road/188905,64146,14
Road/188904,64147,14
Road/188903,64148,14
Road/188901,64149,14
Road/188900,64150,14
Road/188898,64151,14
Road/188897,64152,14
Road/188892,64153,225
Road/188891,64154,14
Road/188887,64155,14
Road/188886,64156,14
Road/188884,64157,14
Road/188883,64158,14
Road/188882,64159,14
Road/188881,64160,14
Road/188878,64161,14
Road/188875,64162,14
Road/188874,64163,228
Road/188857,64164,228
Road/188845,64165,33
Road/188844,64166,33
Road/188831,64167,54
Road/188828,64168,66
Road/188822,64169,66
Road/188818,64170,66
Road/188817,64171,66
Road/188816,64172,49
Road/188809,64173,217
Road/188798,64174,80
Road/188797,64175,256
Road/188796,64176,256
Road/188795,64177,256
Road/188793,64178,217
Road/188792,64179,217
Road/188790,64180,80
Road/188788,64181,80
Road/188787,64182,80
Road/188780,64183,80
Road/188778,64184,61
Road/188773,64185,177
Road/188770,64186,177
Road/188768,64187,63
Road/188760,64188,102
Road/188758,64189,157
Road/188736,64190,223
Road/188726,64191,82
Road/188722,64192,93
Road/188721,64193,93
Road/188720,64194,93
Road/188719,64195,93
Road/188717,64196,95
Road/188715,64197,56
Road/188714,64198,93
Road/188698,64199,160
Road/188695,64200,160
Road/188687,64201,196
Road/188685,64202,196
Road/188684,64203,82
Road/188683,64204,82
Road/188674,64205,196
Road/188670,64206,226
Road/188654,64207,226
Road/188652,64208,226
Road/188651,64209,226
Road/188650,64210,226
Road/188649,64211,226
Road/188648,64212,226
Road/188646,64213,226
Road/188645,64214,226
Road/188641,64215,226
Road/188637,64216,226
Road/188636,64217,226
Road/188634,64218,226
Road/188633,64219,226
Road/188629,64220,145
Road/188625,64221,78
Road/188621,64222,169
Road/188608,64223,248
Road/188607,64224,248
Road/188606,64225,78
Road/188605,64226,78
Road/188604,64227,78
Road/188603,64228,208
Road/188602,64229,208
Road/188601,64230,208
Road/188599,64231,208
Road/188597,64232,208
Road/188594,64233,58
Road/188591,64234,184
Road/188590,64235,184
Road/188588,64236,208
Road/188584,64237,250
Road/188583,64238,213
Road/188582,64239,208
Road/188580,64240,208
Road/188577,64241,208
Road/188558,64242,78
Road/188556,64243,126
Road/188555,64244,126
Road/188554,64245,126
Road/188552,64246,126
Road/188547,64247,126
Road/188540,64248,213
Road/188533,64249,168
Road/188532,64250,168
Road/188530,64251,168
Road/188528,64252,168
Road/188527,64253,168
Road/188526,64254,168
Road/188519,64255,168
Road/188517,64256,136
Road/188516,64257,240
Road/188515,64258,20
Road/188513,64259,168
Road/188512,64260,168
Road/188511,64261,168
Road/188505,64262,168
Road/188503,64263,168
Road/188501,64264,168
Road/188499,64265,168
Road/188497,64266,168
Road/188496,64267,168
Road/188495,64268,168
Road/188493,64269,168
Road/188492,64270,247
Road/188489,64271,119
Road/188488,64272,247
Road/188487,64273,119
Road/188484,64274,247
Road/188483,64275,247
Road/188481,64276,247
Road/188479,64277,119
Road/188478,64278,247
Road/188475,64279,119
Road/188474,64280,119
Road/188473,64281,235
Road/188472,64282,119
Road/188470,64283,235
Road/188469,64284,119
Road/188467,64285,235
Road/188459,64286,147
Road/188456,64287,126
Road/188452,64288,168
Road/188450,64289,120
Road/188448,64290,120
Road/188434,64291,244
Road/188433,64292,244
Road/188432,64293,244
Road/188431,64294,244
Road/188429,64295,244
Road/188427,64296,244
Road/188425,64297,244
Road/188424,64298,244
Road/188423,64299,244
Road/188405,64300,239
Road/188403,64301,239
Road/188402,64302,239
Road/188400,64303,162
Road/188396,64304,246
Road/188393,64305,246
Road/188389,64306,246
Road/188388,64307,246
Road/188386,64308,219
Road/188384,64309,170
Road/188382,64310,170
Road/188379,64311,50
Road/188378,64312,50
Road/188377,64313,158
Road/188371,64314,145
Road/188370,64315,145
Road/188369,64316,256
Road/188368,64317,234
Road/188367,64318,164
Road/188365,64319,74
Road/188364,64320,74
Road/188362,64321,74
Road/188360,64322,74
Road/188357,64323,74
Road/188355,64324,42
Road/188353,64325,42
Road/188347,64326,140
Road/188339,64327,33
Road/188334,64328,209
Road/188331,64329,66
Road/188328,64330,231
Road/188327,64331,78
Road/188326,64332,256
Road/188323,64333,16
Road/188321,64334,223
Road/188320,64335,197
Road/188319,64336,148
Road/188318,64337,231
Road/188317,64338,246
Road/188316,64339,63
Road/188315,64340,66
Road/188304,64341,14
Road/188303,64342,168
Road/188302,64343,168
Road/188301,64344,74
Road/188299,64345,65
Road/188298,64346,65
Road/188297,64347,66
Road/188294,64348,244
Road/188293,64349,166
Road/188292,64350,31
Road/188286,64351,248
Road/188284,64352,136
Road/188270,64353,184
Road/188262,64354,51
Road/188261,64355,51
Road/188259,64356,51
Road/188255,64357,184
Road/188254,64358,184
Road/188253,64359,51
Road/188252,64360,208
Road/188251,64361,184
Road/188247,64362,213
Road/188245,64363,213
Road/188242,64364,244
Road/188238,64365,162
Road/188233,64366,129
Road/188230,64367,64
Road/188229,64368,226
Road/188204,64369,119
Road/188203,64370,119
Road/188202,64371,168
Road/188198,64372,93
Road/188197,64373,65
Road/188196,64374,15
Road/188194,64375,15
Road/188193,64376,15
Road/188191,64377,19
Road/188188,64378,19
Road/188184,64379,175
Road/188182,64380,19
Road/188181,64381,64
Road/188178,64382,19
Road/188174,64383,64
Road/188172,64384,19
Road/188170,64385,217
Road/188167,64386,38
Road/188166,64387,192
Road/188163,64388,9
Road/188149,64389,64
Road/188148,64390,64
Road/188143,64391,184
Road/188135,64392,242
Road/188131,64393,208
Road/188129,64394,51
Road/188128,64395,184
Road/188127,64396,184
Road/188126,64397,184
Road/188124,64398,232
Road/188123,64399,232
Road/188122,64400,256
Road/188121,64401,65
Road/188120,64402,223
Road/188118,64403,138
Road/188106,64404,240
Road/188104,64405,240
Road/188097,64406,256
Road/188095,64407,256
Road/188085,64408,126
Road/188084,64409,208
Road/188083,64410,208
Road/188078,64411,168
Road/188077,64412,185
Road/188076,64413,20
Road/188075,64414,81
Road/188072,64415,64
Road/188066,64416,191
Road/188063,64417,64
Road/188061,64418,192
Road/188060,64419,160
Road/188055,64420,182
Road/188054,64421,78
Road/188053,64422,30
Road/188051,64423,219
Road/188035,64424,2
Road/188033,64425,124
Road/188027,64426,154
Road/188026,64427,154
Road/188022,64428,14
Road/188021,64429,14
Road/188019,64430,44
Road/188016,64431,14
Road/188015,64432,14
Road/188014,64433,118
Road/188011,64434,187
Road/188007,64435,23
Road/188001,64436,44
Road/188000,64437,23
Road/187997,64438,61
Road/187994,64439,48
Road/187992,64440,68
Road/187991,64441,68
Road/187986,64442,68
Road/187984,64443,68
Road/187980,64444,43
Road/187971,64445,246
Road/187969,64446,204
Road/187968,64447,234
Road/187967,64448,107
Road/187963,64449,243
Road/187958,64450,243
Road/187954,64451,74
Road/187948,64452,42
Road/187944,64453,42
Road/187941,64454,120
Road/187940,64455,119
Road/187935,64456,232
Road/187934,64457,140
Road/187931,64458,74
Road/187919,64459,141
Road/187914,64460,229
Road/187912,64461,233
Road/187911,64462,233
Road/187909,64463,224
Road/187900,64464,45
Road/187889,64465,156
Road/187887,64466,187
Road/187879,64467,93
Road/187878,64468,219
Road/187875,64469,134
Road/187872,64470,134
Road/187868,64471,98
Road/187867,64472,131
Road/187864,64473,223
Road/187858,64474,191
Road/187852,64475,45
Road/187851,64476,209
Road/187850,64477,66
Road/187848,64478,209
Road/187846,64479,27
Road/187845,64480,27
Road/187842,64481,27
Road/187838,64482,201
Road/187837,64483,201
Road/187834,64484,132
Road/187833,64485,219
Road/187832,64486,132
Road/187829,64487,98
Road/187828,64488,93
Road/187827,64489,93
Road/187824,64490,93
Road/187823,64491,93
Road/187818,64492,194
Road/187816,64493,194
Road/187815,64494,194
Road/187813,64495,194
Road/187811,64496,226
Road/187809,64497,226
Road/187806,64498,112
Road/187804,64499,82
Road/187793,64500,223
Road/187792,64501,253
Road/187784,64502,253
Road/187783,64503,92
Road/187781,64504,253
Road/187778,64505,92
Road/187777,64506,16
Road/187776,64507,15
Road/187775,64508,252
Road/187774,64509,53
Road/187771,64510,252
Road/187722,64511,66
Road/187721,64512,233
Road/187720,64513,233
Road/187711,64514,231
Road/187709,64515,158
Road/187707,64516,163
Road/187706,64517,88
Road/187699,64518,208
Road/187695,64519,250
Road/187694,64520,208
Road/187693,64521,60
Road/187692,64522,60
Road/187688,64523,31
Road/187683,64524,208
Road/187680,64525,235
Road/187679,64526,184
Road/187677,64527,244
Road/187676,64528,244
Road/187675,64529,244
Road/187673,64530,244
Road/187672,64531,244
Road/187669,64532,244
Road/187666,64533,120
Road/187663,64534,119
Road/187661,64535,119
Road/187658,64536,235
Road/187657,64537,244
Road/187652,64538,44
Road/187647,64539,221
Road/187645,64540,84
Road/187644,64541,23
Road/187642,64542,6
Road/187640,64543,204
Road/187638,64544,6
Road/187637,64545,187
Road/187635,64546,118
Road/187634,64547,44
Road/187630,64548,10
Road/187628,64549,93
Road/187627,64550,98
Road/187626,64551,191
Road/187623,64552,191
Road/187620,64553,53
Road/187618,64554,219
Road/187616,64555,196
Road/187615,64556,223
Road/187614,64557,205
Road/187613,64558,216
Road/187612,64559,253
Road/187611,64560,145
Road/187610,64561,198
Road/187609,64562,92
Road/187608,64563,205
Road/187606,64564,215
Road/187605,64565,135
Road/187604,64566,124
Road/187598,64567,95
Road/187596,64568,157
Road/187594,64569,173
Road/187593,64570,28
Road/187591,64571,122
Road/187590,64572,157
Road/187588,64573,160
Road/187587,64574,7
Road/187584,64575,180
Road/187582,64576,15
Road/187580,64577,130
Road/187578,64578,98
Road/187577,64579,98
Road/187576,64580,53
Road/187575,64581,180
Road/187574,64582,95
Road/187573,64583,124
Road/187571,64584,117
Road/187570,64585,27
Road/187569,64586,56
Road/187568,64587,198
Road/187567,64588,135
Road/187566,64589,92
Road/187565,64590,160
Road/187564,64591,124
Road/187563,64592,129
Road/187562,64593,10
Road/187560,64594,252
Road/187559,64595,201
Road/187558,64596,86
Road/187555,64597,28
Road/187551,64598,93
Road/187549,64599,191
Road/187548,64600,124
Road/187547,64601,160
Road/187545,64602,27
Road/187543,64603,129
Road/187542,64604,129
Road/187541,64605,95
Road/187540,64606,201
Road/187539,64607,179
Road/187538,64608,83
Road/187537,64609,145
Road/187536,64610,56
Road/187535,64611,56
Road/187534,64612,145
Road/187533,64613,98
Road/187532,64614,121
Road/187531,64615,130
Road/187530,64616,171
Road/187528,64617,92
Road/187527,64618,134
Road/187526,64619,82
Road/187525,64620,130
Road/187524,64621,70
Road/187523,64622,98
Road/187522,64623,201
Road/187520,64624,86
Road/187519,64625,218
Road/187518,64626,93
Road/187517,64627,93
Road/187516,64628,19
Road/187515,64629,82
Road/187514,64630,216
Road/187512,64631,93
Road/187509,64632,196
Road/187506,64633,93
Road/187505,64634,93
Road/187500,64635,191
Road/187499,64636,226
Road/187498,64637,93
Road/187497,64638,226
Road/187492,64639,252
Road/187488,64640,253
Road/187486,64641,19
Road/187484,64642,216
Road/187483,64643,28
Road/187482,64644,216
Road/187478,64645,96
Road/187477,64646,124
Road/187476,64647,98
Road/187473,64648,215
Road/187470,64649,19
Road/187468,64650,226
Road/187467,64651,253
Road/187466,64652,173
Road/187464,64653,145
Road/187461,64654,126
Road/187460,64655,147
Road/187458,64656,136
Road/187457,64657,119
Road/187455,64658,208
Road/187454,64659,168
Road/187452,64660,167
Road/187449,64661,168
Road/187446,64662,213
Road/187444,64663,241
Road/187443,64664,60
Road/187441,64665,174
Road/187438,64666,213
Road/187433,64667,241
Road/187432,64668,119
Road/187431,64669,254
Road/187427,64670,212
Road/187426,64671,240
Road/187425,64672,169
Road/187424,64673,20
Road/187423,64674,254
Road/187421,64675,78
Road/187419,64676,32
Road/187414,64677,250
Road/187413,64678,78
Road/187411,64679,119
Road/187410,64680,182
Road/187408,64681,18
Road/187403,64682,242
Road/187402,64683,184
Road/187401,64684,31
Road/187400,64685,168
Road/187391,64686,184
Road/187390,64687,119
Road/187386,64688,168
Road/187384,64689,119
Road/187383,64690,208
Road/187382,64691,18
Road/187381,64692,248
Road/187378,64693,250
Road/187376,64694,169
Road/187375,64695,168
Road/187374,64696,208
Road/187373,64697,36
Road/187372,64698,61
Road/187371,64699,91
Road/187370,64700,181
Road/187369,64701,29
Road/187368,64702,33
Road/187367,64703,55
Road/187366,64704,256
Road/187365,64705,29
Road/187364,64706,29
Road/187363,64707,63
Road/187362,64708,108
Road/187361,64709,37
Road/187359,64710,11
Road/187356,64711,65
Road/187355,64712,22
Road/187354,64713,61
Road/187352,64714,35
Road/187350,64715,63
Road/187346,64716,21
Road/187345,64717,80
Road/187344,64718,177
Road/187342,64719,108
Road/187341,64720,37
Road/187339,64721,11
Road/187338,64722,29
Road/187337,64723,217
Road/187336,64724,35
Road/187335,64725,21
Road/187334,64726,29
Road/187333,64727,155
Road/187332,64728,255
Road/187331,64729,29
Road/187330,64730,66
Road/187329,64731,55
Road/187327,64732,11
Road/187325,64733,21
Road/187323,64734,178
Road/187322,64735,21
Road/187319,64736,76
Road/187318,64737,29
Road/187317,64738,11
Road/187316,64739,155
Road/187309,64740,39
Road/187308,64741,14
Road/187305,64742,14
Road/187304,64743,49
Road/187300,64744,238
Road/187296,64745,45
Road/187295,64746,166
Road/187293,64747,107
Road/187291,64748,170
Road/187290,64749,148
Road/187289,64750,243
Road/187288,64751,209
Road/187287,64752,234
Road/187286,64753,79
Road/187282,64754,116
Road/187279,64755,202
Road/187277,64756,244
Road/187275,64757,142
Road/187274,64758,42
Road/187272,64759,249
Road/187271,64760,209
Road/187266,64761,140
Road/187265,64762,74
Road/187264,64763,74
Road/187263,64764,164
Road/187261,64765,79
Road/187260,64766,43
Road/187259,64767,142
Road/187258,64768,158
Road/187257,64769,42
Road/187256,64770,45
Road/187252,64771,232
Road/187250,64772,107
Road/187246,64773,45
Road/187244,64774,233
Road/187240,64775,41
Road/187239,64776,75
Road/187238,64777,41
Road/187237,64778,13
Road/187234,64779,120
Road/187233,64780,74
Road/187230,64781,74
Road/187229,64782,239
Road/187227,64783,231
Road/187226,64784,74
Road/187223,64785,45
Road/187222,64786,74
Road/187220,64787,194
